Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,0.0,2.0,1062,1.0,2,3,3.0,3,0.0,75,3,1,2.0,2,1.0,2370,1,0.0,13,3,3,1,8,4,3,8,0,0,7
48,0.0,2.0,530,2.0,29,1,3.0,1,0.0,91,3,3,3.0,3,1.0,12504,3,0.0,21,4,2,1,15,3,1,0,0,0,0
37,0.0,2.0,1319,1.0,6,3,3.0,3,1.0,51,4,2,6.0,1,0.0,5974,4,1.0,13,3,1,2,13,2,3,7,7,6,7
30,0.0,0.0,641,2.0,25,2,5.0,4,0.0,85,3,2,7.0,3,1.0,4736,7,1.0,12,3,2,1,4,2,4,2,2,2,2
26,0.0,2.0,933,2.0,1,3,1.0,3,1.0,57,3,2,7.0,3,1.0,5296,1,0.0,17,3,2,1,8,3,3,8,7,7,7
42,0.0,2.0,1332,1.0,2,4,4.0,1,1.0,98,2,2,0.0,4,2.0,6781,3,0.0,23,4,2,0,14,6,3,1,0,0,0
21,1.0,1.0,756,2.0,1,1,5.0,1,0.0,99,2,1,8.0,2,2.0,2174,1,1.0,11,3,3,0,3,3,3,3,2,1,2
36,0.0,0.0,845,2.0,1,5,3.0,4,0.0,45,3,2,7.0,4,2.0,6653,4,0.0,15,3,2,0,7,6,3,1,0,0,0
36,0.0,1.0,541,2.0,3,4,3.0,1,1.0,48,2,3,7.0,4,1.0,9699,4,0.0,11,3,1,1,16,2,3,13,9,1,12
57,0.0,2.0,593,1.0,1,4,3.0,4,1.0,88,3,2,0.0,3,1.0,6755,2,0.0,11,3,3,0,15,2,3,3,2,1,2
40,0.0,2.0,1171,1.0,10,4,1.0,4,0.0,46,4,1,2.0,3,1.0,2213,3,1.0,13,3,3,1,10,3,3,7,7,1,7
21,0.0,0.0,895,2.0,9,2,3.0,1,1.0,39,3,1,8.0,4,2.0,2610,1,0.0,24,4,3,0,3,3,2,3,2,2,2
33,1.0,2.0,350,2.0,5,3,2.0,4,0.0,34,3,1,8.0,3,2.0,2851,1,1.0,13,3,2,0,1,2,3,1,0,0,0
37,0.0,2.0,921,1.0,10,3,3.0,3,0.0,98,3,1,2.0,1,1.0,3452,6,0.0,20,4,2,1,17,3,3,5,4,0,3
46,0.0,0.0,1144,1.0,7,4,3.0,3,0.0,30,3,2,4.0,3,1.0,5258,2,0.0,14,3,3,0,7,2,4,1,0,0,0
41,1.0,1.0,143,2.0,4,3,2.0,1,1.0,56,3,2,7.0,2,2.0,9355,1,0.0,18,3,3,0,8,5,3,8,7,7,7
50,0.0,2.0,1046,1.0,10,3,5.0,4,1.0,100,2,3,0.0,4,2.0,10496,6,0.0,15,3,4,0,20,2,3,4,3,1,3
40,1.0,2.0,575,2.0,22,2,2.0,3,1.0,68,2,2,7.0,3,1.0,6380,2,1.0,12,3,1,2,8,6,3,6,4,1,0
31,0.0,2.0,408,1.0,9,4,1.0,3,1.0,42,2,1,6.0,2,2.0,2657,0,1.0,16,3,4,0,3,5,3,2,2,2,2
21,1.0,2.0,156,2.0,12,3,1.0,3,0.0,90,4,1,8.0,2,2.0,2716,1,0.0,15,3,4,0,1,0,3,1,0,0,0
29,0.0,2.0,1283,1.0,23,3,1.0,4,1.0,54,3,1,6.0,4,2.0,2201,9,0.0,16,3,4,0,6,4,3,3,2,1,2
35,0.0,2.0,755,1.0,9,4,1.0,3,1.0,97,2,2,0.0,2,2.0,6540,9,0.0,19,3,3,0,10,5,3,1,1,0,0
27,0.0,2.0,1469,1.0,1,2,3.0,4,1.0,82,3,1,2.0,2,0.0,3816,1,0.0,11,3,2,1,5,2,3,5,2,0,4
28,0.0,2.0,304,2.0,9,4,1.0,2,1.0,92,3,2,7.0,4,2.0,5253,1,0.0,16,3,4,0,7,1,3,7,5,0,7
49,0.0,2.0,1261,1.0,7,3,4.0,2,1.0,31,2,3,0.0,3,2.0,10965,8,0.0,24,4,3,0,26,2,3,5,2,0,0
51,0.0,2.0,1178,2.0,14,2,1.0,3,0.0,87,3,2,7.0,4,1.0,4936,4,0.0,11,3,3,1,18,2,2,7,7,0,7
36,0.0,2.0,329,1.0,2,3,1.0,4,0.0,96,3,1,6.0,3,1.0,2543,4,0.0,13,3,2,1,6,3,3,2,2,2,2
34,1.0,0.0,1362,2.0,19,3,2.0,1,1.0,67,4,2,7.0,4,2.0,5304,8,1.0,13,3,2,0,9,3,2,5,2,0,4
55,0.0,2.0,1311,1.0,2,3,1.0,3,0.0,97,3,4,3.0,4,2.0,16659,2,1.0,13,3,3,0,30,2,3,5,4,1,2
24,0.0,2.0,1371,2.0,10,4,2.0,4,0.0,77,3,2,7.0,3,0.0,4260,1,1.0,12,3,4,1,5,2,4,5,2,0,3
30,0.0,2.0,202,2.0,2,1,5.0,3,1.0,72,3,1,8.0,2,1.0,2476,1,0.0,18,3,1,1,1,3,3,1,0,0,0
26,1.0,1.0,575,1.0,3,1,5.0,3,1.0,73,3,1,6.0,1,2.0,3102,0,0.0,22,4,3,0,7,2,3,6,4,0,4
22,0.0,2.0,253,1.0,11,3,3.0,1,0.0,43,3,1,6.0,2,1.0,2244,1,0.0,13,3,4,1,2,1,3,2,1,1,2
36,0.0,2.0,164,2.0,2,2,3.0,2,1.0,61,2,3,7.0,3,1.0,7596,1,0.0,13,3,2,2,10,2,3,10,9,9,0
30,1.0,1.0,464,1.0,4,3,5.0,3,1.0,40,3,1,6.0,4,2.0,2285,9,1.0,23,4,3,0,3,4,3,1,0,0,0
37,0.0,2.0,1107,1.0,14,3,1.0,4,0.0,95,3,1,2.0,1,0.0,3034,1,0.0,12,3,3,1,18,2,2,18,7,12,17
40,0.0,2.0,759,2.0,2,2,2.0,4,0.0,46,3,2,7.0,2,0.0,5715,7,0.0,12,3,3,2,8,5,3,5,4,1,3
42,0.0,2.0,201,1.0,1,4,1.0,2,0.0,95,3,1,2.0,1,0.0,2576,3,0.0,16,3,2,1,8,5,3,5,2,1,2
37,0.0,2.0,1305,1.0,10,4,1.0,3,1.0,49,3,2,4.0,2,2.0,4197,2,1.0,12,3,4,0,18,2,2,1,0,0,1
43,0.0,2.0,982,1.0,12,3,1.0,1,1.0,59,2,4,5.0,2,0.0,14336,1,0.0,11,3,3,1,25,3,3,25,10,3,9
40,0.0,2.0,555,1.0,2,3,3.0,2,0.0,78,2,2,2.0,3,1.0,3448,6,0.0,22,4,2,1,20,3,3,1,0,0,0
54,0.0,2.0,821,1.0,5,2,3.0,1,1.0,86,3,5,5.0,1,1.0,19406,4,0.0,11,3,3,1,24,4,2,4,2,1,2
34,0.0,0.0,1381,2.0,4,4,2.0,3,0.0,72,3,2,7.0,3,1.0,6538,9,0.0,15,3,1,1,6,3,3,3,2,1,2
31,0.0,2.0,480,1.0,7,2,3.0,2,0.0,31,3,2,4.0,1,1.0,4306,1,0.0,12,3,2,1,13,5,1,13,10,3,12
43,0.0,1.0,313,1.0,21,3,3.0,4,1.0,61,3,1,2.0,4,1.0,2258,7,0.0,20,4,1,1,8,1,3,3,2,1,2
43,0.0,2.0,1473,1.0,8,4,4.0,3,0.0,74,3,2,0.0,3,0.0,4522,4,1.0,14,3,4,0,8,3,3,5,2,0,2
25,0.0,2.0,891,2.0,4,2,1.0,2,0.0,99,2,2,7.0,4,2.0,4487,1,1.0,11,3,2,0,5,3,3,5,4,1,3
37,0.0,0.0,1063,1.0,25,5,3.0,2,0.0,72,3,2,6.0,3,1.0,4449,3,1.0,15,3,1,2,15,2,3,13,11,10,7
31,0.0,2.0,329,1.0,1,2,1.0,4,1.0,98,2,1,2.0,1,1.0,2218,1,0.0,12,3,3,1,4,3,3,4,2,3,2
39,0.0,1.0,1218,1.0,1,1,1.0,2,1.0,52,3,5,3.0,3,0.0,19197,1,1.0,14,3,3,1,21,3,3,21,8,1,6
56,0.0,1.0,906,2.0,6,3,1.0,3,0.0,86,4,4,7.0,1,1.0,13212,9,0.0,11,3,4,3,36,0,2,7,7,7,7
30,0.0,2.0,1082,2.0,12,3,5.0,2,0.0,83,3,2,7.0,3,2.0,6577,0,0.0,11,3,2,0,6,6,3,5,4,4,4
41,0.0,2.0,645,2.0,1,3,2.0,2,1.0,49,4,3,7.0,1,1.0,8392,1,0.0,16,3,3,1,10,2,3,10,7,0,7
28,0.0,2.0,1300,1.0,17,2,3.0,3,1.0,79,3,2,2.0,1,0.0,4558,1,0.0,12,3,4,1,10,2,3,10,0,1,8
25,1.0,2.0,688,1.0,3,3,3.0,1,1.0,91,3,1,2.0,1,1.0,4031,5,0.0,13,3,3,1,6,5,3,2,2,0,2
52,0.0,2.0,319,1.0,3,3,3.0,4,1.0,39,2,3,4.0,3,1.0,7969,2,1.0,14,3,3,0,28,4,3,5,4,0,4
45,0.0,2.0,192,1.0,10,2,1.0,1,1.0,69,3,1,6.0,4,1.0,2654,3,0.0,21,4,4,2,8,3,2,2,2,0,2
52,0.0,2.0,1490,1.0,4,2,1.0,4,0.0,30,3,4,3.0,4,1.0,16555,2,0.0,13,3,4,0,31,2,1,5,2,1,4
42,0.0,1.0,532,1.0,29,2,1.0,1,0.0,92,3,2,6.0,3,0.0,4556,2,0.0,11,3,2,1,19,3,3,5,4,0,2
30,0.0,2.0,317,1.0,2,3,1.0,3,0.0,43,1,2,4.0,4,2.0,6091,2,0.0,20,4,3,0,11,2,3,5,4,0,2
60,0.0,2.0,422,1.0,7,3,1.0,1,0.0,41,3,5,3.0,1,1.0,19566,5,0.0,11,3,4,0,33,5,1,29,8,11,10
46,0.0,2.0,1485,1.0,18,3,3.0,3,0.0,87,3,2,4.0,3,0.0,4810,2,0.0,14,3,3,1,19,5,2,10,7,0,8
42,0.0,1.0,1368,1.0,28,4,5.0,4,0.0,88,2,2,0.0,4,1.0,4523,0,0.0,11,3,4,3,7,4,4,6,5,0,4
24,1.0,2.0,1448,2.0,1,1,5.0,1,0.0,62,3,1,8.0,2,2.0,3202,1,1.0,16,3,2,0,6,4,3,5,3,1,4
34,1.0,1.0,296,2.0,6,2,2.0,4,0.0,33,1,1,8.0,3,0.0,2351,0,0.0,16,3,4,1,3,3,2,2,2,1,0
38,0.0,1.0,1490,1.0,2,2,1.0,4,1.0,42,3,1,2.0,4,1.0,1702,1,1.0,23,4,3,1,1,3,3,1,0,0,0
40,0.0,2.0,1398,2.0,2,4,1.0,3,0.0,79,3,5,3.0,3,1.0,18041,0,0.0,14,3,4,0,21,2,3,20,15,1,12
26,0.0,2.0,1349,1.0,23,3,1.0,1,0.0,90,3,1,6.0,4,0.0,2886,1,0.0,22,4,2,2,3,3,1,3,2,0,2
30,0.0,0.0,1400,1.0,3,3,1.0,3,1.0,53,3,1,2.0,4,1.0,2097,4,0.0,15,3,3,1,9,3,1,5,3,1,4
29,0.0,2.0,986,1.0,3,4,3.0,2,1.0,93,2,3,5.0,3,1.0,11935,1,0.0,18,3,3,0,10,2,3,10,2,0,7
29,1.0,2.0,408,1.0,25,5,5.0,3,0.0,71,2,1,6.0,2,1.0,2546,5,0.0,16,3,2,0,6,2,4,2,2,1,1
19,1.0,2.0,489,0.0,2,2,5.0,1,1.0,52,2,1,1.0,4,2.0,2564,1,0.0,12,3,3,0,1,3,4,1,0,0,0
30,0.0,0.0,1398,2.0,22,4,4.0,3,0.0,69,3,3,7.0,1,1.0,8412,0,0.0,11,3,3,0,10,3,3,9,8,7,8
57,0.0,2.0,210,2.0,29,3,2.0,1,1.0,56,2,4,3.0,4,0.0,14118,3,0.0,12,3,3,1,32,3,2,1,0,0,0
50,0.0,2.0,1099,1.0,29,4,1.0,2,1.0,88,2,4,3.0,3,1.0,17046,0,0.0,15,3,2,1,28,2,3,27,10,15,7
30,0.0,0.0,1116,1.0,2,3,3.0,3,0.0,49,3,1,2.0,4,2.0,2564,0,0.0,14,3,3,0,12,2,2,11,7,6,7
60,0.0,1.0,1499,2.0,28,3,2.0,3,0.0,80,2,3,7.0,1,1.0,10266,4,0.0,19,3,4,0,22,5,4,18,13,13,11
47,0.0,2.0,983,1.0,2,2,3.0,1,0.0,65,3,2,4.0,4,0.0,5070,5,0.0,13,3,3,3,20,2,3,5,0,0,4
46,0.0,2.0,1009,1.0,2,3,1.0,1,1.0,51,3,4,5.0,3,1.0,17861,6,0.0,13,3,3,0,26,2,1,3,2,0,1
35,0.0,2.0,144,1.0,22,3,1.0,4,1.0,46,1,1,2.0,3,2.0,4230,0,0.0,15,3,3,0,6,2,3,5,4,4,3
54,0.0,2.0,548,1.0,8,4,1.0,3,0.0,42,3,2,2.0,3,2.0,3780,7,0.0,11,3,3,0,19,3,3,1,0,0,0
34,0.0,2.0,1303,1.0,2,4,1.0,4,1.0,62,2,1,6.0,3,0.0,2768,3,0.0,12,3,3,1,14,3,3,7,3,5,7
46,0.0,2.0,1125,2.0,10,3,2.0,3,0.0,94,2,3,7.0,4,1.0,9071,2,1.0,19,3,3,1,15,3,3,3,2,1,2
31,0.0,2.0,1274,1.0,9,1,1.0,3,1.0,33,3,3,4.0,2,0.0,10648,1,0.0,25,4,4,1,13,6,4,13,8,0,8
33,1.0,2.0,1277,1.0,15,1,3.0,2,1.0,56,3,3,3.0,3,1.0,13610,7,1.0,12,3,4,0,15,2,4,7,6,7,7
33,1.0,2.0,587,1.0,10,1,3.0,1,1.0,38,1,1,2.0,4,0.0,3408,7,0.0,13,3,1,3,8,2,3,4,3,1,3
30,0.0,2.0,413,2.0,7,1,2.0,4,1.0,57,3,1,8.0,2,2.0,2983,0,0.0,14,3,1,0,4,3,3,3,2,1,2
35,0.0,2.0,1276,1.0,16,3,1.0,4,1.0,72,3,3,0.0,3,1.0,7632,4,1.0,12,3,3,0,10,2,3,8,7,0,0
31,1.0,1.0,534,1.0,20,3,1.0,1,1.0,66,3,3,0.0,3,1.0,9824,3,0.0,12,3,1,0,12,2,3,1,0,0,0
34,1.0,1.0,988,0.0,23,3,0.0,2,0.0,43,3,3,1.0,1,0.0,9950,9,1.0,15,3,3,3,11,2,3,3,2,0,2
42,0.0,1.0,1474,1.0,5,2,4.0,2,1.0,97,3,1,2.0,3,1.0,2093,4,0.0,17,3,4,1,8,4,3,2,2,2,0
36,0.0,0.0,635,2.0,10,4,3.0,2,1.0,32,3,3,7.0,4,2.0,9980,1,0.0,14,3,4,0,10,3,2,10,3,9,7
22,1.0,1.0,1368,1.0,4,1,5.0,3,1.0,99,2,1,2.0,3,2.0,3894,5,0.0,16,3,3,0,4,3,3,2,2,1,2
48,0.0,2.0,163,2.0,2,5,2.0,2,0.0,37,3,2,7.0,4,1.0,4051,2,0.0,14,3,1,1,14,2,3,9,7,6,7
55,0.0,2.0,1117,2.0,18,5,1.0,1,0.0,83,3,4,3.0,2,2.0,16835,3,0.0,23,4,4,0,37,2,3,10,9,7,7
41,0.0,0.0,267,2.0,10,2,1.0,4,1.0,56,3,2,7.0,4,2.0,6230,7,0.0,14,3,4,0,16,3,3,14,3,1,10
35,0.0,2.0,619,2.0,1,3,2.0,2,1.0,85,3,2,7.0,3,1.0,4717,9,0.0,11,3,3,0,15,2,3,11,9,6,9
40,0.0,2.0,302,1.0,6,3,1.0,2,0.0,75,3,4,4.0,3,2.0,13237,7,0.0,15,3,3,0,22,3,3,20,6,5,13
39,0.0,1.0,443,1.0,8,1,1.0,3,0.0,48,3,1,2.0,3,1.0,3755,1,0.0,11,3,1,1,8,3,3,8,3,0,7
31,0.0,2.0,828,2.0,2,1,1.0,2,1.0,77,3,2,7.0,4,2.0,6582,4,1.0,13,3,3,0,10,2,4,6,5,0,5
42,0.0,2.0,319,1.0,24,3,3.0,4,1.0,56,3,3,4.0,1,1.0,7406,1,1.0,21,4,4,1,10,5,2,10,9,5,8
45,0.0,2.0,561,2.0,2,3,4.0,4,1.0,61,3,2,7.0,2,1.0,4805,0,0.0,19,3,2,1,9,3,4,8,7,3,7
26,1.0,1.0,426,0.0,17,4,1.0,2,0.0,58,3,1,1.0,3,0.0,2741,0,1.0,11,3,2,1,8,2,2,7,7,1,0
29,0.0,2.0,232,1.0,19,3,5.0,4,1.0,34,3,2,4.0,4,0.0,4262,4,0.0,12,3,2,2,8,2,4,3,2,1,2
33,0.0,2.0,922,1.0,1,5,3.0,1,0.0,95,4,4,5.0,3,0.0,16184,4,0.0,19,3,3,1,10,2,3,6,1,0,5
31,0.0,2.0,688,2.0,7,3,1.0,3,1.0,44,2,3,3.0,4,0.0,11557,9,0.0,21,4,3,1,10,3,2,5,4,0,1
18,1.0,1.0,1306,2.0,5,3,2.0,2,1.0,69,3,1,8.0,2,2.0,1878,1,1.0,14,3,4,0,0,3,3,0,0,0,0
40,0.0,0.0,1094,2.0,28,3,4.0,3,1.0,58,1,3,7.0,1,0.0,10932,3,0.0,15,3,3,1,20,2,3,1,0,0,1
41,0.0,0.0,509,1.0,2,4,4.0,1,0.0,62,2,2,0.0,3,2.0,6811,2,1.0,17,3,1,0,10,3,3,8,7,0,7
26,0.0,2.0,775,2.0,29,2,3.0,1,1.0,45,3,2,7.0,3,0.0,4306,5,0.0,12,3,1,2,8,5,3,0,0,0,0
35,0.0,2.0,195,2.0,1,3,3.0,1,0.0,80,3,2,7.0,3,2.0,4859,1,0.0,16,3,4,0,5,3,3,5,4,0,3
34,0.0,2.0,258,2.0,21,4,1.0,4,1.0,74,4,2,7.0,4,2.0,5337,1,0.0,12,3,4,0,10,3,3,10,7,5,7
26,1.0,2.0,471,1.0,24,3,5.0,3,1.0,66,1,1,2.0,4,2.0,2340,1,1.0,18,3,2,0,1,3,1,1,0,0,0
37,0.0,2.0,799,1.0,1,3,5.0,2,0.0,59,3,3,4.0,4,2.0,7491,4,0.0,17,3,4,0,12,3,4,6,5,1,2
46,0.0,1.0,1034,1.0,18,1,3.0,1,0.0,86,3,3,0.0,3,1.0,10527,5,0.0,11,3,4,0,28,3,2,2,2,1,2
41,0.0,2.0,1276,2.0,2,5,1.0,2,0.0,91,3,4,3.0,1,1.0,16595,7,0.0,16,3,2,1,22,2,3,18,16,11,8
37,0.0,0.0,142,2.0,9,4,3.0,1,1.0,69,3,3,7.0,2,0.0,8834,1,0.0,13,3,4,1,9,6,3,9,5,7,7
52,0.0,2.0,956,1.0,6,2,5.0,4,1.0,78,3,2,6.0,1,0.0,5577,3,1.0,12,3,2,2,18,3,3,10,9,6,9
32,1.0,0.0,1474,2.0,11,4,4.0,4,1.0,60,4,2,7.0,3,1.0,4707,8,0.0,12,3,4,0,6,2,3,4,2,1,2
24,0.0,1.0,535,2.0,24,3,3.0,4,1.0,38,3,1,8.0,4,1.0,2400,0,0.0,13,3,3,2,3,3,3,2,2,2,1
38,0.0,2.0,1495,1.0,10,3,3.0,3,0.0,76,3,2,0.0,3,1.0,9824,3,0.0,19,3,3,1,18,4,3,1,0,0,0
37,0.0,2.0,446,1.0,1,4,1.0,2,0.0,65,3,2,4.0,2,1.0,6447,6,0.0,12,3,2,1,8,2,2,6,5,4,3
49,0.0,2.0,1245,1.0,18,4,1.0,4,1.0,58,2,5,5.0,3,0.0,19502,1,1.0,17,3,3,1,31,5,3,31,9,0,9
24,0.0,2.0,691,1.0,23,3,3.0,2,1.0,89,4,1,6.0,4,1.0,2725,1,1.0,11,3,2,2,6,3,3,6,5,1,4
26,0.0,2.0,703,2.0,28,2,2.0,1,1.0,66,3,2,7.0,2,1.0,6272,1,0.0,20,4,4,2,6,5,4,5,3,1,4
24,0.0,2.0,823,1.0,17,2,4.0,4,1.0,94,2,1,2.0,2,1.0,2127,1,0.0,21,4,4,1,1,2,3,1,0,0,0
50,0.0,1.0,1246,0.0,3,3,3.0,1,1.0,99,3,5,3.0,2,1.0,18200,1,0.0,11,3,3,1,32,2,3,32,5,10,7
25,0.0,2.0,622,2.0,13,1,3.0,2,1.0,40,3,1,8.0,3,1.0,2096,1,0.0,11,3,3,0,7,1,3,7,4,0,6
24,1.0,1.0,1287,1.0,7,3,1.0,1,0.0,55,3,1,2.0,3,1.0,2886,1,1.0,16,3,4,1,6,4,3,6,3,1,2
30,1.0,1.0,448,2.0,12,4,1.0,2,1.0,74,2,1,8.0,1,1.0,2033,1,0.0,18,3,3,1,1,2,4,1,0,0,0
34,0.0,2.0,254,1.0,1,2,1.0,2,1.0,83,2,1,6.0,4,1.0,3622,1,1.0,13,3,4,1,6,3,3,6,5,1,3
31,1.0,2.0,1365,2.0,13,4,3.0,2,1.0,46,3,2,7.0,1,0.0,4233,2,0.0,17,3,3,0,9,2,1,3,1,1,2
35,0.0,2.0,538,1.0,25,2,4.0,1,1.0,54,2,2,2.0,4,2.0,3681,4,0.0,14,3,4,0,9,3,3,3,2,0,2
31,0.0,2.0,525,2.0,6,4,3.0,1,1.0,66,4,2,7.0,4,0.0,5460,4,0.0,22,4,4,2,13,4,4,7,7,5,7
27,0.0,2.0,798,1.0,6,4,3.0,1,0.0,66,2,1,6.0,3,0.0,2187,0,0.0,12,3,3,2,6,5,2,5,3,0,3
37,0.0,2.0,558,2.0,2,3,2.0,4,1.0,75,3,2,7.0,3,1.0,9602,4,1.0,11,3,3,1,17,3,2,3,0,1,0
20,0.0,2.0,959,1.0,1,3,1.0,4,0.0,83,2,1,6.0,2,2.0,2836,1,0.0,13,3,4,0,1,0,4,1,0,0,0
42,0.0,2.0,622,1.0,2,4,1.0,3,0.0,81,3,2,0.0,4,1.0,4089,1,0.0,13,3,2,2,10,4,3,10,2,2,2
43,0.0,2.0,782,1.0,6,4,4.0,2,1.0,50,2,4,5.0,4,0.0,16627,4,1.0,14,3,3,1,21,3,2,1,0,0,0
38,0.0,2.0,362,1.0,1,1,1.0,3,0.0,43,3,1,6.0,1,2.0,2619,3,0.0,17,3,4,0,8,3,2,0,0,0,0
43,0.0,1.0,1001,1.0,9,5,3.0,4,1.0,72,3,2,2.0,3,0.0,5679,3,1.0,13,3,2,1,10,3,3,8,7,4,7
48,0.0,2.0,1236,1.0,1,4,1.0,4,0.0,40,2,4,3.0,1,1.0,15402,7,0.0,11,3,1,1,21,3,1,3,2,0,2
44,0.0,2.0,1112,0.0,1,4,1.0,1,0.0,50,2,2,1.0,3,2.0,5985,4,0.0,11,3,2,0,10,1,4,2,2,0,2
34,0.0,2.0,204,2.0,14,3,5.0,3,0.0,31,3,1,8.0,3,0.0,2579,1,1.0,18,3,4,2,8,3,3,8,2,0,6
27,1.0,2.0,1420,2.0,2,1,2.0,3,1.0,85,3,1,8.0,1,0.0,3041,0,0.0,11,3,2,1,5,3,3,4,3,0,2
21,0.0,2.0,1343,2.0,22,1,5.0,3,1.0,49,3,1,8.0,3,2.0,3447,1,0.0,11,3,3,0,3,2,3,3,2,1,2
44,0.0,2.0,1315,1.0,3,4,4.0,4,1.0,35,3,5,3.0,4,1.0,19513,4,1.0,12,3,1,1,26,2,4,2,2,0,1
22,0.0,2.0,604,1.0,6,1,3.0,1,1.0,69,3,1,6.0,3,1.0,2773,0,0.0,20,4,4,0,3,3,3,2,2,2,2
33,0.0,2.0,1216,2.0,8,4,2.0,3,1.0,39,3,2,7.0,3,0.0,7104,0,0.0,12,3,4,0,6,3,3,5,0,1,2
32,0.0,2.0,646,1.0,9,4,1.0,1,0.0,92,3,2,6.0,4,1.0,6322,1,1.0,12,3,4,1,6,2,2,6,4,0,5
30,0.0,1.0,160,1.0,3,3,3.0,3,0.0,71,3,1,6.0,3,0.0,2083,1,0.0,20,4,3,1,1,2,3,1,0,0,0
53,0.0,2.0,238,2.0,1,1,3.0,4,0.0,34,3,2,7.0,1,2.0,8381,7,0.0,20,4,4,0,18,2,4,14,7,8,10
34,0.0,2.0,1397,1.0,1,5,1.0,2,1.0,42,3,1,6.0,4,1.0,2691,1,0.0,12,3,4,1,10,4,2,10,9,8,8
45,1.0,1.0,306,2.0,26,4,1.0,1,0.0,100,3,2,7.0,1,1.0,4286,2,0.0,14,3,4,2,5,4,3,1,1,0,0
26,0.0,2.0,991,1.0,6,3,1.0,3,0.0,71,3,1,2.0,4,1.0,2659,1,1.0,13,3,3,1,3,2,3,3,2,0,2
37,0.0,2.0,482,1.0,3,3,4.0,3,1.0,36,3,3,4.0,3,1.0,9434,1,0.0,15,3,3,1,10,2,3,10,7,7,8
29,0.0,2.0,1176,2.0,3,2,3.0,2,0.0,62,3,2,7.0,3,1.0,5561,1,0.0,14,3,1,1,6,5,2,6,0,1,2
35,0.0,2.0,1017,1.0,6,4,1.0,2,1.0,82,1,2,6.0,4,2.0,6646,1,0.0,13,3,2,0,17,3,3,17,11,11,8
33,0.0,1.0,1296,1.0,6,3,1.0,3,1.0,30,3,2,0.0,4,0.0,7725,3,0.0,23,4,3,1,15,2,1,13,11,4,7
54,0.0,2.0,397,0.0,19,4,3.0,3,1.0,88,3,3,1.0,2,1.0,10725,2,0.0,15,3,3,1,16,1,4,9,7,7,1
36,0.0,2.0,913,1.0,9,2,3.0,2,1.0,48,2,2,4.0,2,0.0,8847,2,1.0,11,3,3,1,13,2,3,3,2,0,2
27,0.0,2.0,1115,1.0,3,4,3.0,1,1.0,54,2,1,6.0,4,2.0,2045,0,0.0,13,3,4,0,5,0,3,4,2,1,1
20,1.0,2.0,1362,1.0,10,1,3.0,4,1.0,32,3,1,6.0,3,2.0,1009,1,1.0,11,3,4,0,1,5,3,1,0,1,1
33,1.0,1.0,1076,1.0,3,3,1.0,1,1.0,70,3,1,6.0,1,2.0,3348,1,1.0,11,3,1,0,10,3,3,10,8,9,7
35,0.0,0.0,727,1.0,3,3,1.0,3,1.0,41,2,1,2.0,3,1.0,1281,1,0.0,18,3,3,2,1,3,3,1,0,0,0
23,0.0,2.0,885,1.0,4,3,3.0,1,1.0,58,4,1,6.0,1,1.0,2819,2,0.0,16,3,1,1,5,3,4,3,2,0,2
25,0.0,2.0,810,2.0,8,3,1.0,4,1.0,57,4,2,7.0,2,1.0,4851,0,0.0,22,4,3,1,4,4,3,3,2,1,2
38,0.0,2.0,243,2.0,7,4,2.0,4,0.0,46,2,2,7.0,4,2.0,4028,0,0.0,20,4,1,0,8,2,3,7,7,0,5
29,0.0,1.0,806,1.0,1,4,1.0,2,1.0,76,1,1,6.0,4,0.0,2720,1,0.0,18,3,4,1,10,5,3,10,7,2,8
48,0.0,2.0,817,2.0,2,1,2.0,2,1.0,56,4,2,7.0,2,1.0,8120,3,0.0,12,3,4,0,12,3,3,2,2,2,2
27,0.0,1.0,1410,2.0,3,1,3.0,4,0.0,71,4,2,7.0,4,0.0,4647,1,1.0,20,4,2,2,6,3,3,6,5,0,4
37,0.0,2.0,1225,1.0,10,2,1.0,4,1.0,80,4,1,6.0,4,2.0,4680,3,0.0,17,3,1,0,4,2,3,1,0,0,0
50,0.0,2.0,1207,1.0,28,1,3.0,4,1.0,74,4,1,2.0,3,1.0,3221,1,1.0,11,3,3,3,20,3,3,20,8,3,8
34,0.0,2.0,1442,1.0,9,3,3.0,4,0.0,46,2,3,0.0,2,2.0,8621,1,0.0,14,3,2,0,9,3,4,8,7,7,7
24,1.0,2.0,693,2.0,3,2,1.0,1,0.0,65,3,2,7.0,3,2.0,4577,9,0.0,14,3,1,0,4,3,3,2,2,2,0
39,0.0,2.0,408,1.0,2,4,5.0,4,0.0,80,2,2,0.0,3,2.0,4553,1,0.0,11,3,1,0,20,4,3,20,7,11,10
32,0.0,2.0,929,2.0,10,3,2.0,4,1.0,55,3,2,7.0,4,2.0,5396,1,0.0,12,3,4,0,10,2,2,10,7,0,8
